date_time,is_holiday,air_pollution_index,humidity,visibility_in_miles,temperature,clouds_all,weather_type,weather_description,traffic_volume,hour,month_day,weekday,month,year
03-12-2013 23:00,No,87,70,8,285.27,64,Mist,mist,1392,23,3,2,12,2013
04-12-2013 00:00,Yes,257,76,4,284.97,64,Snow,light snow,613,0,4,3,12,2013
04-12-2013 00:00,Yes,19,70,7,284.97,64,Mist,mist,613,0,4,3,12,2013
04-12-2013 01:00,Yes,53,76,7,284.26,64,Snow,light snow,365,1,4,3,12,2013
04-12-2013 02:00,No,118,83,5,284.08,64,Clouds,broken clouds,275,2,4,3,12,2013
04-12-2013 03:00,Yes,197,83,1,284.03,64,Snow,light snow,371,3,4,3,12,2013
04-12-2013 03:00,No,79,83,4,284.03,64,Mist,mist,371,3,4,3,12,2013
04-12-2013 04:00,Yes,241,83,5,283.85,90,Snow,snow,822,4,4,3,12,2013
04-12-2013 04:00,Yes,40,77,5,283.85,90,Mist,mist,822,4,4,3,12,2013
04-12-2013 05:00,Yes,195,84,1,283.58,64,Snow,light snow,2744,5,4,3,12,2013
04-12-2013 05:00,Yes,180,76,4,283.58,64,Mist,mist,2744,5,4,3,12,2013
04-12-2013 06:00,No,118,68,3,283.18,64,Snow,light snow,4540,6,4,3,12,2013
04-12-2013 06:00,Yes,106,68,4,283.18,64,Mist,mist,4540,6,4,3,12,2013
04-12-2013 07:00,Yes,47,68,8,283.3,64,Snow,light snow,4025,7,4,3,12,2013
04-12-2013 07:00,No,273,68,8,283.3,64,Mist,mist,4025,7,4,3,12,2013
04-12-2013 08:00,No,154,77,9,283.3,64,Snow,light snow,4173,8,4,3,12,2013
04-12-2013 08:00,Yes,26,68,9,283.3,64,Mist,mist,4173,8,4,3,12,2013
04-12-2013 08:00,No,299,68,6,283.3,64,Rain,moderate rain,4173,8,4,3,12,2013
04-12-2013 09:00,Yes,103,68,4,283.53,90,Rain,moderate rain,3876,9,4,3,12,2013
04-12-2013 09:00,Yes,62,78,4,283.53,90,Snow,light snow,3876,9,4,3,12,2013
04-12-2013 09:00,No,118,68,7,283.53,90,Mist,mist,3876,9,4,3,12,2013
04-12-2013 10:00,No,66,68,7,283.45,90,Rain,moderate rain,3869,10,4,3,12,2013
04-12-2013 10:00,Yes,157,72,5,283.45,90,Mist,mist,3869,10,4,3,12,2013
04-12-2013 10:00,No,70,68,5,283.45,90,Snow,snow,3869,10,4,3,12,2013
04-12-2013 10:00,Yes,34,68,1,283.45,90,Fog,fog,3869,10,4,3,12,2013
04-12-2013 11:00,No,87,68,1,283.6,64,Rain,light rain,3519,11,4,3,12,2013
04-12-2013 11:00,No,36,68,5,283.6,64,Snow,light snow,3519,11,4,3,12,2013
04-12-2013 11:00,No,108,68,6,283.6,64,Mist,mist,3519,11,4,3,12,2013
04-12-2013 12:00,Yes,37,92,2,283.42,64,Snow,light snow,3556,12,4,3,12,2013
04-12-2013 12:00,Yes,143,68,4,283.42,64,Mist,mist,3556,12,4,3,12,2013
04-12-2013 13:00,Yes,232,68,3,283.45,64,Snow,light snow,3880,13,4,3,12,2013
04-12-2013 13:00,Yes,198,85,3,283.45,64,Mist,mist,3880,13,4,3,12,2013
04-12-2013 14:00,Yes,276,68,7,283.3,64,Mist,mist,4007,14,4,3,12,2013
04-12-2013 14:00,No,270,85,5,283.3,64,Snow,snow,4007,14,4,3,12,2013
04-12-2013 15:00,Yes,49,68,1,283.44,64,Mist,mist,4409,15,4,3,12,2013
04-12-2013 15:00,No,244,68,2,283.44,64,Snow,snow,4409,15,4,3,12,2013
04-12-2013 16:00,No,123,68,1,283.5,90,Snow,snow,4315,16,4,3,12,2013
04-12-2013 16:00,Yes,176,77,1,283.5,90,Mist,mist,4315,16,4,3,12,2013
04-12-2013 16:00,Yes,119,84,6,283.5,90,Fog,fog,4315,16,4,3,12,2013
04-12-2013 17:00,No,29,77,9,283.12,64,Rain,light rain,4132,17,4,3,12,2013
04-12-2013 17:00,Yes,239,70,2,283.12,64,Snow,snow,4132,17,4,3,12,2013
04-12-2013 17:00,Yes,278,64,2,283.12,64,Mist,mist,4132,17,4,3,12,2013
04-12-2013 18:00,No,85,64,9,282.88,64,Rain,light rain,3126,18,4,3,12,2013
04-12-2013 18:00,Yes,274,66,8,282.88,64,Snow,light snow,3126,18,4,3,12,2013
04-12-2013 19:00,Yes,125,68,6,281.95,90,Clouds,overcast clouds,2316,19,4,3,12,2013
04-12-2013 20:00,Yes,12,68,3,280.61,90,Clouds,overcast clouds,1953,20,4,3,12,2013
04-12-2013 21:00,No,20,59,8,280.01,64,Clouds,broken clouds,1725,21,4,3,12,2013
04-12-2013 22:00,Yes,270,64,3,277.78,64,Clouds,broken clouds,1460,22,4,3,12,2013
04-12-2013 23:00,No,161,70,7,276.46,64,Snow,light snow,892,23,4,3,12,2013
05-12-2013 00:00,No,207,70,3,274.96,64,Snow,light snow,508,0,5,4,12,2013
05-12-2013 01:00,No,91,76,2,273.62,64,Snow,light snow,326,1,5,4,12,2013
05-12-2013 02:00,Yes,134,70,6,272.58,90,Clouds,overcast clouds,273,2,5,4,12,2013
05-12-2013 03:00,No,239,70,7,272.02,64,Clouds,broken clouds,369,3,5,4,12,2013
05-12-2013 04:00,No,143,69,3,271.26,64,Clouds,broken clouds,835,4,5,4,12,2013
05-12-2013 05:00,Yes,95,68,3,271.36,64,Clouds,broken clouds,2628,5,5,4,12,2013
05-12-2013 06:00,Yes,52,68,9,271.12,64,Clouds,broken clouds,5075,6,5,4,12,2013
05-12-2013 07:00,No,213,68,8,270.37,64,Haze,haze,5630,7,5,4,12,2013
05-12-2013 08:00,Yes,290,68,4,270.03,64,Clouds,broken clouds,5417,8,5,4,12,2013
05-12-2013 09:00,Yes,27,84,1,269.72,64,Snow,light snow,5117,9,5,4,12,2013
05-12-2013 10:00,Yes,200,68,3,269.95,20,Snow,light snow,4179,10,5,4,12,2013
05-12-2013 11:00,No,232,68,3,270.55,64,Snow,light snow,4410,11,5,4,12,2013
05-12-2013 12:00,Yes,266,68,5,271.08,40,Snow,light snow,4752,12,5,4,12,2013
05-12-2013 13:00,No,24,68,8,271.45,64,Haze,haze,4766,13,5,4,12,2013
05-12-2013 14:00,Yes,191,68,3,271.53,64,Clouds,broken clouds,5139,14,5,4,12,2013
05-12-2013 15:00,Yes,43,68,6,271.37,64,Clouds,broken clouds,5582,15,5,4,12,2013
05-12-2013 16:00,No,189,68,3,270.83,64,Clouds,broken clouds,5792,16,5,4,12,2013
05-12-2013 17:00,Yes,11,68,5,269.18,64,Clouds,broken clouds,5075,17,5,4,12,2013
05-12-2013 19:00,Yes,160,68,3,268.72,64,Clouds,broken clouds,3172,19,5,4,12,2013
05-12-2013 20:00,No,119,68,2,268.24,64,Clouds,broken clouds,2769,20,5,4,12,2013
05-12-2013 21:00,No,115,68,6,267.95,64,Clouds,broken clouds,3504,21,5,4,12,2013
05-12-2013 22:00,Yes,264,68,5,267.61,1,Clear,sky is clear,3496,22,5,4,12,2013
06-12-2013 00:00,Yes,23,68,8,266.19,1,Clear,sky is clear,637,0,6,5,12,2013
06-12-2013 01:00,No,282,68,3,265.13,1,Clear,sky is clear,374,1,6,5,12,2013
06-12-2013 02:00,Yes,153,68,5,264.89,1,Clear,sky is clear,305,2,6,5,12,2013
06-12-2013 03:00,No,216,68,7,264.63,1,Clear,sky is clear,377,3,6,5,12,2013
06-12-2013 04:00,No,116,68,4,263.63,1,Clear,sky is clear,770,4,6,5,12,2013
06-12-2013 05:00,Yes,256,68,6,263.94,1,Clear,sky is clear,2538,5,6,5,12,2013
06-12-2013 06:00,No,232,68,4,263.74,1,Clear,sky is clear,5280,6,6,5,12,2013
06-12-2013 07:00,No,277,68,5,262.81,1,Snow,light snow,5995,7,6,5,12,2013
06-12-2013 08:00,No,234,68,4,263.88,5,Snow,light snow,5686,8,6,5,12,2013
06-12-2013 08:00,No,84,70,3,263.88,5,Mist,mist,5686,8,6,5,12,2013
06-12-2013 09:00,Yes,52,64,7,264.91,1,Haze,haze,4892,9,6,5,12,2013
06-12-2013 11:00,No,142,70,3,266.81,64,Clouds,broken clouds,4811,11,6,5,12,2013
06-12-2013 12:00,No,292,70,7,267.78,5,Clear,sky is clear,5000,12,6,5,12,2013
06-12-2013 13:00,Yes,65,69,5,268.53,5,Clear,sky is clear,5237,13,6,5,12,2013
06-12-2013 14:00,No,217,69,6,268.84,64,Clouds,broken clouds,5411,14,6,5,12,2013
06-12-2013 15:00,Yes,236,77,4,268.97,64,Clouds,broken clouds,5661,15,6,5,12,2013
06-12-2013 16:00,Yes,113,76,8,267.08,1,Clear,sky is clear,6058,16,6,5,12,2013
06-12-2013 17:00,No,77,69,9,266.44,64,Clouds,broken clouds,5672,17,6,5,12,2013
06-12-2013 18:00,No,259,63,9,264.8,1,Clear,sky is clear,4754,18,6,5,12,2013
06-12-2013 19:00,Yes,100,67,3,264.15,1,Clear,sky is clear,3309,19,6,5,12,2013
06-12-2013 20:00,Yes,280,65,5,263.15,1,Clear,sky is clear,2729,20,6,5,12,2013
06-12-2013 21:00,Yes,35,62,8,263.14,1,Clear,sky is clear,2821,21,6,5,12,2013
06-12-2013 22:00,Yes,216,59,9,263.14,1,Clear,sky is clear,2394,22,6,5,12,2013
06-12-2013 23:00,Yes,261,68,1,262.63,1,Clear,sky is clear,1589,23,6,5,12,2013
07-12-2013 00:00,Yes,19,70,8,261.88,1,Clear,sky is clear,1073,0,7,6,12,2013
07-12-2013 01:00,No,107,70,6,261.63,1,Clear,sky is clear,660,1,7,6,12,2013
07-12-2013 02:00,No,111,70,5,261.13,1,Clear,sky is clear,432,2,7,6,12,2013
07-12-2013 03:00,Yes,145,70,9,260.89,1,Clear,sky is clear,317,3,7,6,12,2013
07-12-2013 04:00,Yes,230,70,6,260.63,1,Clear,sky is clear,364,4,7,6,12,2013
07-12-2013 05:00,No,41,70,9,261.63,75,Clouds,broken clouds,742,5,7,6,12,2013
07-12-2013 06:00,No,286,73,9,260.73,75,Clouds,broken clouds,1193,6,7,6,12,2013
07-12-2013 07:00,No,105,77,1,260.12,75,Clouds,broken clouds,2003,7,7,6,12,2013
07-12-2013 08:00,No,277,68,7,260.16,1,Clear,sky is clear,2754,8,7,6,12,2013
07-12-2013 09:00,Yes,185,68,3,261.83,1,Clear,sky is clear,3520,9,7,6,12,2013
07-12-2013 10:00,Yes,112,68,2,263.83,1,Clear,sky is clear,3636,10,7,6,12,2013
07-12-2013 12:00,Yes,196,68,4,266.25,64,Clouds,broken clouds,4737,12,7,6,12,2013
07-12-2013 13:00,No,46,68,9,266.63,64,Clouds,broken clouds,4672,13,7,6,12,2013
07-12-2013 14:00,Yes,219,68,9,267.46,5,Clear,sky is clear,4704,14,7,6,12,2013
07-12-2013 15:00,No,264,68,1,267.1,40,Clouds,scattered clouds,4839,15,7,6,12,2013
07-12-2013 17:00,Yes,140,68,8,265.46,40,Clouds,scattered clouds,4806,17,7,6,12,2013
07-12-2013 18:00,Yes,107,84,4,264.46,1,Clear,sky is clear,4893,18,7,6,12,2013
07-12-2013 19:00,Yes,42,77,2,264.14,1,Clear,sky is clear,3101,19,7,6,12,2013
07-12-2013 20:00,No,45,71,2,262.11,1,Clear,sky is clear,2342,20,7,6,12,2013
07-12-2013 21:00,No,246,72,4,262.36,1,Clear,sky is clear,2450,21,7,6,12,2013
07-12-2013 22:00,Yes,12,66,6,262.12,1,Clear,sky is clear,3318,22,7,6,12,2013
07-12-2013 23:00,No,140,67,9,263.48,1,Clear,sky is clear,1716,23,7,6,12,2013
08-12-2013 00:00,No,229,72,5,262.61,1,Clear,sky is clear,1122,0,8,7,12,2013
08-12-2013 01:00,Yes,191,66,1,263.35,1,Clear,sky is clear,688,1,8,7,12,2013
08-12-2013 02:00,No,37,66,4,264.97,40,Clouds,scattered clouds,541,2,8,7,12,2013
08-12-2013 04:00,No,35,72,7,267.18,64,Snow,light snow,271,4,8,7,12,2013
08-12-2013 05:00,No,166,67,8,267.57,64,Snow,light snow,425,5,8,7,12,2013
08-12-2013 06:00,Yes,19,72,7,267.94,64,Snow,light snow,797,6,8,7,12,2013
08-12-2013 06:00,No,118,73,4,267.94,64,Mist,mist,797,6,8,7,12,2013
08-12-2013 07:00,Yes,105,73,5,268.21,64,Snow,light snow,981,7,8,7,12,2013
08-12-2013 07:00,No,155,78,4,268.21,64,Mist,mist,981,7,8,7,12,2013
08-12-2013 08:00,No,190,78,8,268.92,64,Rain,light rain,1539,8,8,7,12,2013
08-12-2013 08:00,No,219,85,2,268.92,64,Snow,light snow,1539,8,8,7,12,2013
08-12-2013 08:00,No,154,78,2,268.92,64,Mist,mist,1539,8,8,7,12,2013
08-12-2013 09:00,No,58,78,3,269.35,90,Rain,light rain,2087,9,8,7,12,2013
08-12-2013 09:00,No,163,72,4,269.35,90,Snow,light snow,2087,9,8,7,12,2013
08-12-2013 09:00,Yes,270,78,9,269.35,90,Mist,mist,2087,9,8,7,12,2013
08-12-2013 10:00,No,130,72,8,270.05,64,Mist,mist,2663,10,8,7,12,2013
08-12-2013 10:00,No,245,78,7,270.05,64,Snow,light snow,2663,10,8,7,12,2013
08-12-2013 10:00,No,53,78,5,270.05,64,Rain,light rain,2663,10,8,7,12,2013
08-12-2013 11:00,No,257,78,9,271.37,64,Snow,light snow,2820,11,8,7,12,2013
08-12-2013 12:00,Yes,16,78,7,272.17,90,Rain,moderate rain,3313,12,8,7,12,2013
08-12-2013 12:00,Yes,29,72,5,272.17,90,Snow,light snow,3313,12,8,7,12,2013
08-12-2013 13:00,Yes,193,78,2,272.88,64,Snow,light snow,3453,13,8,7,12,2013
08-12-2013 14:00,No,209,72,3,273.27,64,Snow,light snow,3303,14,8,7,12,2013
08-12-2013 15:00,Yes,263,72,6,273.72,90,Snow,light snow,3344,15,8,7,12,2013
08-12-2013 16:00,No,254,72,1,273.59,64,Snow,light snow,3363,16,8,7,12,2013
08-12-2013 17:00,Yes,73,66,6,272.34,64,Rain,light rain,3257,17,8,7,12,2013
08-12-2013 17:00,Yes,162,78,2,272.34,64,Snow,light snow,3257,17,8,7,12,2013
08-12-2013 19:00,No,26,72,9,272.85,64,Snow,light snow,3033,19,8,7,12,2013
08-12-2013 20:00,Yes,48,78,1,272.5,64,Rain,light rain,2926,20,8,7,12,2013
08-12-2013 20:00,Yes,162,78,6,272.5,64,Snow,light snow,2926,20,8,7,12,2013
08-12-2013 20:00,No,48,78,8,272.5,64,Mist,mist,2926,20,8,7,12,2013
08-12-2013 21:00,Yes,247,78,7,272.69,90,Mist,mist,1744,21,8,7,12,2013
08-12-2013 21:00,No,196,78,7,272.69,90,Snow,light snow,1744,21,8,7,12,2013
08-12-2013 22:00,Yes,281,78,4,272.79,64,Rain,light rain,1390,22,8,7,12,2013
08-12-2013 22:00,Yes,166,72,1,272.79,64,Snow,light snow,1390,22,8,7,12,2013
08-12-2013 22:00,No,240,85,7,272.79,64,Mist,mist,1390,22,8,7,12,2013
08-12-2013 23:00,Yes,203,72,2,272.69,64,Snow,light snow,840,23,8,7,12,2013
08-12-2013 23:00,Yes,259,85,5,272.69,64,Mist,mist,840,23,8,7,12,2013
09-12-2013 00:00,Yes,275,72,5,272.81,90,Snow,light snow,471,0,9,1,12,2013
09-12-2013 00:00,Yes,11,85,4,272.81,90,Mist,mist,471,0,9,1,12,2013
09-12-2013 01:00,No,150,85,6,272.53,90,Snow,light snow,291,1,9,1,12,2013
09-12-2013 01:00,Yes,191,78,4,272.53,90,Mist,mist,291,1,9,1,12,2013
09-12-2013 02:00,Yes,11,85,6,271.15,64,Snow,light snow,231,2,9,1,12,2013
09-12-2013 02:00,Yes,179,85,6,271.15,64,Mist,mist,231,2,9,1,12,2013
09-12-2013 03:00,No,279,85,1,271.09,64,Snow,light snow,307,3,9,1,12,2013
09-12-2013 03:00,No,58,78,1,271.09,64,Mist,mist,307,3,9,1,12,2013
09-12-2013 04:00,Yes,288,72,2,270.05,64,Snow,light snow,807,4,9,1,12,2013
09-12-2013 04:00,Yes,294,66,6,270.05,64,Mist,mist,807,4,9,1,12,2013
09-12-2013 05:00,Yes,288,78,4,268.47,64,Clouds,broken clouds,2596,5,9,1,12,2013
09-12-2013 06:00,No,281,78,7,268.15,90,Haze,haze,4817,6,9,1,12,2013
09-12-2013 07:00,Yes,53,78,9,266.19,40,Haze,haze,5158,7,9,1,12,2013
09-12-2013 08:00,No,69,72,6,264.62,40,Snow,light snow,4719,8,9,1,12,2013
09-12-2013 10:00,Yes,208,72,6,266.14,40,Snow,light snow,4177,10,9,1,12,2013
09-12-2013 11:00,Yes,118,72,3,266.8,40,Snow,light snow,4143,11,9,1,12,2013
09-12-2013 13:00,Yes,74,77,4,267.04,64,Clouds,broken clouds,4597,13,9,1,12,2013
09-12-2013 14:00,Yes,182,77,8,267.44,64,Clouds,broken clouds,4849,14,9,1,12,2013
09-12-2013 15:00,No,107,84,4,267.2,64,Clouds,broken clouds,5356,15,9,1,12,2013
09-12-2013 16:00,Yes,138,77,1,266.15,64,Clouds,broken clouds,5808,16,9,1,12,2013
09-12-2013 17:00,No,277,77,4,264.8,64,Clouds,broken clouds,5670,17,9,1,12,2013
09-12-2013 18:00,No,96,77,3,264.13,64,Clouds,broken clouds,3933,18,9,1,12,2013
09-12-2013 19:00,No,98,77,1,264.8,64,Clouds,broken clouds,2863,19,9,1,12,2013
09-12-2013 20:00,No,238,77,9,265.36,5,Clear,sky is clear,2318,20,9,1,12,2013
09-12-2013 21:00,No,139,77,5,265.64,75,Clouds,broken clouds,1960,21,9,1,12,2013
09-12-2013 23:00,Yes,141,77,5,267.94,64,Snow,light snow,1008,23,9,1,12,2013
10-12-2013 01:00,No,262,70,5,268.98,64,Snow,light snow,276,1,10,2,12,2013
10-12-2013 02:00,No,224,64,5,269.86,64,Mist,mist,257,2,10,2,12,2013
10-12-2013 02:00,Yes,119,70,9,269.86,64,Snow,light snow,257,2,10,2,12,2013
10-12-2013 03:00,No,213,64,3,271.4,90,Snow,snow,362,3,10,2,12,2013
10-12-2013 03:00,No,33,64,7,271.4,90,Mist,mist,362,3,10,2,12,2013
10-12-2013 04:00,Yes,102,64,7,272.24,64,Snow,snow,791,4,10,2,12,2013
10-12-2013 04:00,No,178,54,4,272.24,64,Mist,mist,791,4,10,2,12,2013
10-12-2013 05:00,Yes,37,49,7,272.59,64,Snow,snow,2627,5,10,2,12,2013
10-12-2013 05:00,No,199,54,9,272.59,64,Mist,mist,2627,5,10,2,12,2013
10-12-2013 06:00,Yes,275,59,5,271.3,64,Snow,light snow,4822,6,10,2,12,2013
10-12-2013 06:00,Yes,294,64,4,271.3,64,Mist,mist,4822,6,10,2,12,2013
10-12-2013 06:00,No,72,59,2,271.3,64,Haze,haze,4822,6,10,2,12,2013
10-12-2013 07:00,Yes,96,59,9,269.34,64,Clouds,broken clouds,4738,7,10,2,12,2013
10-12-2013 08:00,Yes,16,64,1,268.06,64,Clouds,broken clouds,4642,8,10,2,12,2013
10-12-2013 09:00,No,164,64,8,267.37,64,Clouds,broken clouds,5216,9,10,2,12,2013
10-12-2013 10:00,No,29,64,7,267.99,64,Clouds,broken clouds,4681,10,10,2,12,2013
10-12-2013 11:00,No,261,64,4,268.82,64,Clouds,broken clouds,4494,11,10,2,12,2013
10-12-2013 12:00,No,59,64,9,269.28,64,Snow,light snow,4481,12,10,2,12,2013
10-12-2013 13:00,No,198,59,5,270.15,64,Clouds,broken clouds,4699,13,10,2,12,2013
10-12-2013 14:00,Yes,76,59,3,270.76,64,Clouds,broken clouds,5084,14,10,2,12,2013
10-12-2013 15:00,No,211,59,2,270.93,64,Clouds,broken clouds,5540,15,10,2,12,2013
10-12-2013 16:00,Yes,108,64,4,270.67,64,Clouds,broken clouds,6014,16,10,2,12,2013
10-12-2013 17:00,No,158,65,1,270.69,64,Clouds,broken clouds,5754,17,10,2,12,2013
10-12-2013 19:00,No,169,65,6,270.96,64,Clouds,broken clouds,3326,19,10,2,12,2013
10-12-2013 20:00,No,175,71,5,271.66,64,Snow,light snow,2572,20,10,2,12,2013
10-12-2013 21:00,No,37,70,8,272.79,64,Clouds,broken clouds,2131,21,10,2,12,2013
10-12-2013 22:00,No,197,68,2,272.47,64,Snow,light snow,1835,22,10,2,12,2013
10-12-2013 23:00,Yes,207,68,1,271.56,64,Clouds,broken clouds,2645,23,10,2,12,2013
11-12-2013 00:00,Yes,218,68,9,269.91,64,Clouds,broken clouds,709,0,11,3,12,2013
11-12-2013 01:00,No,275,68,8,265.98,1,Clear,sky is clear,370,1,11,3,12,2013
11-12-2013 02:00,Yes,267,78,2,264.88,1,Clear,sky is clear,292,2,11,3,12,2013
11-12-2013 03:00,Yes,266,73,1,264.14,1,Clear,sky is clear,353,3,11,3,12,2013
11-12-2013 04:00,No,242,68,5,263.14,1,Clear,sky is clear,805,4,11,3,12,2013
11-12-2013 05:00,No,213,68,8,262.63,1,Clear,sky is clear,2706,5,11,3,12,2013
11-12-2013 06:00,Yes,82,85,7,262.39,1,Clear,sky is clear,5482,6,11,3,12,2013
11-12-2013 08:00,No,22,88,5,261.15,64,Clouds,broken clouds,5339,8,11,3,12,2013
11-12-2013 09:00,No,80,92,7,262.83,64,Clouds,broken clouds,4887,9,11,3,12,2013
11-12-2013 10:00,No,10,80,8,265.09,64,Clouds,broken clouds,4431,10,11,3,12,2013
11-12-2013 12:00,Yes,168,92,2,267.08,64,Clouds,broken clouds,4726,12,11,3,12,2013
11-12-2013 13:00,No,225,80,7,267.59,64,Clouds,broken clouds,4662,13,11,3,12,2013
11-12-2013 14:00,Yes,204,68,2,267.57,5,Clear,sky is clear,5231,14,11,3,12,2013
11-12-2013 15:00,Yes,13,68,6,267.7,64,Clouds,broken clouds,5634,15,11,3,12,2013
11-12-2013 16:00,No,262,73,8,265.55,64,Clouds,broken clouds,6274,16,11,3,12,2013
11-12-2013 17:00,Yes,293,68,3,264.48,64,Clouds,broken clouds,5700,17,11,3,12,2013
11-12-2013 18:00,No,39,90,7,264.15,64,Clouds,broken clouds,4329,18,11,3,12,2013
11-12-2013 19:00,No,115,68,8,264.37,75,Clouds,broken clouds,3112,19,11,3,12,2013
11-12-2013 20:00,Yes,131,68,7,265.39,90,Clouds,overcast clouds,2769,20,11,3,12,2013
11-12-2013 21:00,Yes,205,68,6,266.4,90,Clouds,overcast clouds,2366,21,11,3,12,2013
11-12-2013 23:00,Yes,212,68,2,267.11,64,Haze,haze,1025,23,11,3,12,2013
12-12-2013 00:00,No,269,68,5,267.56,64,Snow,light snow,532,0,12,4,12,2013
12-12-2013 01:00,Yes,276,68,2,268.18,64,Snow,light snow,364,1,12,4,12,2013
12-12-2013 02:00,Yes,250,68,7,269.13,64,Snow,light snow,256,2,12,4,12,2013
12-12-2013 03:00,No,62,68,3,269.64,64,Clouds,broken clouds,350,3,12,4,12,2013
12-12-2013 04:00,Yes,133,68,6,269.18,64,Clouds,broken clouds,795,4,12,4,12,2013
12-12-2013 05:00,No,97,68,8,269.22,64,Clouds,broken clouds,2761,5,12,4,12,2013
12-12-2013 06:00,No,253,68,4,269.77,64,Clouds,broken clouds,5366,6,12,4,12,2013
12-12-2013 07:00,No,54,68,1,270.1,64,Clouds,broken clouds,5790,7,12,4,12,2013
12-12-2013 08:00,Yes,73,68,9,270.92,64,Clouds,broken clouds,5759,8,12,4,12,2013
12-12-2013 09:00,Yes,195,68,2,269.44,64,Clouds,broken clouds,5049,9,12,4,12,2013
12-12-2013 10:00,Yes,22,68,1,272.41,64,Clouds,broken clouds,4573,10,12,4,12,2013
12-12-2013 11:00,Yes,218,68,4,273.66,64,Clouds,broken clouds,4841,11,12,4,12,2013
12-12-2013 12:00,Yes,61,68,6,275.15,64,Clouds,broken clouds,4974,12,12,4,12,2013
12-12-2013 13:00,No,116,68,2,276.39,75,Clouds,broken clouds,5048,13,12,4,12,2013
12-12-2013 14:00,No,18,68,7,275.83,64,Clouds,broken clouds,5398,14,12,4,12,2013
12-12-2013 15:00,No,121,68,4,276.48,64,Clouds,broken clouds,5990,15,12,4,12,2013
12-12-2013 16:00,Yes,129,68,7,276.48,64,Clouds,broken clouds,6094,16,12,4,12,2013
12-12-2013 17:00,No,76,87,2,275.82,64,Clouds,broken clouds,5814,17,12,4,12,2013
12-12-2013 18:00,No,91,68,6,276.62,90,Clouds,overcast clouds,4532,18,12,4,12,2013
12-12-2013 19:00,Yes,211,89,6,276.15,64,Clouds,broken clouds,3211,19,12,4,12,2013
12-12-2013 20:00,No,194,68,2,276.62,90,Clouds,overcast clouds,2829,20,12,4,12,2013
12-12-2013 21:00,Yes,166,68,2,276.14,90,Clouds,overcast clouds,2892,21,12,4,12,2013
12-12-2013 22:00,No,125,90,4,275.15,90,Clouds,overcast clouds,2020,22,12,4,12,2013
12-12-2013 23:00,No,123,68,3,275.15,90,Clouds,overcast clouds,1153,23,12,4,12,2013
13-12-2013 00:00,Yes,142,68,1,275.43,64,Clouds,broken clouds,627,0,13,5,12,2013
13-12-2013 01:00,No,257,83,9,275.32,90,Clouds,overcast clouds,359,1,13,5,12,2013
13-12-2013 02:00,No,120,68,8,275.76,90,Clouds,overcast clouds,296,2,13,5,12,2013
13-12-2013 03:00,Yes,241,72,6,275.32,90,Clouds,overcast clouds,436,3,13,5,12,2013
13-12-2013 04:00,Yes,68,68,8,274.94,75,Clouds,broken clouds,773,4,13,5,12,2013
13-12-2013 05:00,No,270,68,9,274.74,90,Clouds,overcast clouds,2559,5,13,5,12,2013
13-12-2013 06:00,No,59,68,2,274.54,90,Clouds,overcast clouds,5405,6,13,5,12,2013
13-12-2013 07:00,No,280,68,9,274.15,64,Clouds,broken clouds,6261,7,13,5,12,2013
13-12-2013 08:00,No,112,70,7,273.13,64,Clouds,broken clouds,5597,8,13,5,12,2013
13-12-2013 09:00,Yes,161,68,6,273.67,64,Clouds,broken clouds,4917,9,13,5,12,2013
13-12-2013 10:00,No,30,68,9,274.54,90,Clouds,overcast clouds,4672,10,13,5,12,2013
13-12-2013 11:00,Yes,267,68,2,273.87,90,Snow,light snow,5073,11,13,5,12,2013
13-12-2013 12:00,Yes,220,68,1,273.46,64,Clouds,broken clouds,5270,12,13,5,12,2013
13-12-2013 13:00,No,91,85,8,273.67,64,Clouds,broken clouds,5339,13,13,5,12,2013
13-12-2013 14:00,No,19,76,5,273.39,90,Snow,light snow,5486,14,13,5,12,2013
13-12-2013 15:00,Yes,174,68,6,273.6,90,Snow,light snow,6049,15,13,5,12,2013
13-12-2013 16:00,Yes,160,68,3,272.8,64,Clouds,broken clouds,6314,16,13,5,12,2013
13-12-2013 17:00,No,182,68,9,273.37,90,Clouds,overcast clouds,5683,17,13,5,12,2013
13-12-2013 18:00,No,74,68,8,273.13,64,Clouds,broken clouds,4464,18,13,5,12,2013
13-12-2013 19:00,Yes,259,68,7,272.88,64,Clouds,broken clouds,3470,19,13,5,12,2013
13-12-2013 20:00,Yes,127,68,2,273.13,90,Snow,light snow,2730,20,13,5,12,2013
13-12-2013 21:00,Yes,143,68,1,273.14,90,Snow,light snow,2957,21,13,5,12,2013
13-12-2013 22:00,No,27,68,5,273.15,90,Snow,light snow,2627,22,13,5,12,2013
13-12-2013 22:00,Yes,264,68,1,273.15,90,Mist,mist,2627,22,13,5,12,2013
13-12-2013 23:00,No,177,68,2,272.64,90,Snow,light snow,1664,23,13,5,12,2013
13-12-2013 23:00,No,26,68,9,272.64,90,Haze,haze,1664,23,13,5,12,2013
14-12-2013 00:00,No,239,68,3,272.65,90,Mist,mist,1144,0,14,6,12,2013
14-12-2013 00:00,No,19,68,8,272.65,90,Snow,light snow,1144,0,14,6,12,2013
14-12-2013 01:00,Yes,40,68,1,272.57,90,Snow,light snow,681,1,14,6,12,2013
14-12-2013 01:00,No,224,68,9,272.57,90,Mist,mist,681,1,14,6,12,2013
